Id,Species,SepalLengthCm_0,SepalLengthCm_1,SepalLengthCm_2,SepalLengthCm_3,SepalLengthCm_4,SepalWidthCm_0,SepalWidthCm_1,SepalWidthCm_2,SepalWidthCm_3,SepalWidthCm_4,PetalLengthCm_0,PetalLengthCm_1,PetalLengthCm_2,PetalLengthCm_3,PetalLengthCm_4,PetalWidthCm_0,PetalWidthCm_1,PetalWidthCm_2,PetalWidthCm_3,PetalWidthCm_4
140,Iris-virginica,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
45,Iris-setosa,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
115,Iris-virginica,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
36,Iris-setosa,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
107,Iris-virginica,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
4,Iris-setosa,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
148,Iris-virginica,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
73,Iris-versicolor,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
28,Iris-setosa,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
70,Iris-versicolor,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
105,Iris-virginica,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
66,Iris-versicolor,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
58,Iris-versicolor,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
117,Iris-virginica,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
47,Iris-setosa,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
51,Iris-versicolor,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
97,Iris-versicolor,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
38,Iris-setosa,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
61,Iris-versicolor,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
33,Iris-setosa,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
22,Iris-setosa,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
145,Iris-virginica,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
81,Iris-versicolor,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
49,Iris-setosa,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
37,Iris-setosa,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
34,Iris-setosa,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
149,Iris-virginica,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
52,Iris-versicolor,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
112,Iris-virginica,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
122,Iris-virginica,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
92,Iris-versicolor,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
17,Iris-setosa,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
131,Iris-virginica,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
138,Iris-virginica,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
18,Iris-setosa,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
91,Iris-versicolor,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
54,Iris-versicolor,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
9,Iris-setosa,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
69,Iris-versicolor,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
88,Iris-versicolor,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
14,Iris-setosa,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
85,Iris-versicolor,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
84,Iris-versicolor,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
57,Iris-versicolor,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
